Time,CorrFn
0,0.0910529815200368
1,-0.00503730264225772
2,0.00220097916601716
3,-0.00127236703892907
4,-0.00414547353170511
5,0.000714737821616256
6,-2.54301296415479e-05
7,-0.00274450204522384
8,0.00100258854750928
9,-0.00073672306794228
10,-0.00136563713965065
11,0.000421053375647312
12,-0.000361148020588131
13,-0.000254857355562812
14,6.01465149310112e-05
15,-0.0011505085256978
16,0.00116307415204627
17,-0.00126982659792489
18,0.000313259592879707
19,0.000214869749461293
20,0.000652213724642847
21,-0.000364962551378128
22,0.000163646286034435
23,0.00108702491363793
24,-0.00154801781791024
25,0.00131698333640741
26,0.000237347237754224
27,-0.000353229100829743
28,0.000482673531720655
29,-0.000562570981712994
30,-0.00119947966636778
31,0.00235059855352804
32,-0.00150003534747173
33,0.000925621777107912
34,0.000448664785026924
35,-0.000635766256504589
36,0.00161806931291216
37,-0.000440621638338531
38,0.000348956448710497
39,0.000529904700074158
40,-0.000183382997232837
41,0.000192160680852098
42,-0.000671336071342313
43,0.000630868858347189
44,-0.000580594235395849
45,0.000373160319433054
46,0.00102133807081234
47,-0.000126718583389932
48,-0.00159289399430065
49,0.000973064773668013
50,9.67575443076662e-05
51,-0.00132211707177189
52,0.00242406289141818
53,-0.000932804320884607
54,-4.3908697870567e-06
55,0.0019047598546009
56,-0.00149197304306309
57,0.000958821641567365
58,0.00128987222606828
59,-0.0020091046634358
60,0.00171512566297719
61,9.59121879778865e-05
62,-0.00143076147935513
63,-0.000236091469479615
64,0.00215699166118091
65,-0.00222557619722801
66,0.00119982386826115
67,0.00278009614753303
68,-0.00222286906437827
69,0.00044861594876128
70,-1.15023404741117e-05
71,-0.00152565177105879
72,0.00175842474626721
73,0.000724461722698122
74,-3.97455858237237e-05
75,0.00112570016637482
76,-0.000201330372596437
77,-0.000455876804078423
78,-0.00014552612979908
79,0.00107029460515978
80,-0.00161915524876359
81,0.00222494059874721
82,-0.000930133055590006
83,-0.00157298072077129
84,0.00398305305298785
85,-0.00322242359406737
86,0.000598416550678195
87,0.00078104298518874
88,0.00110108350961115
89,-0.00347829480362146
90,0.00213812279125552
91,0.00158607861935789
92,-0.00234086116043238
93,0.00101534958026993
94,-0.000731784586184899
95,-0.00489345446298961
96,0.00209602177714432
97,6.11340274569634e-05
98,-0.00434007755332778
99,0.00112071451210378
100,0.00127130232722222
101,-0.00309339821508987
102,0.0040201451806381
103,-0.00112362935434333
104,0.00107436945113786
105,-0.0015335330910756
106,0.00157583055989346
107,-0.000361857311886811
108,0.0020454114122147
109,0.00151222442183983
110,-0.000169136483155453
111,0.00204029968118227
112,-7.20261015163612e-05
113,0.000452571667828974
114,-0.000118955215283022
115,0.00178674916502651
116,-0.0010131825767849
117,0.000702264687872812
118,0.000312874094659672
119,-0.00189385679001798
120,-0.00186178460683533
121,-0.000202219729087232
122,0.00162422380993359
123,-0.00179151976598831
124,0.00087625747009009
125,-0.000672853166813189
126,-0.000966430104248882
127,0.000579851524708364
128,-0.00188770681176026
129,0.000261305196960031
130,0.00284082083185875
131,-0.00222522831740267
132,0.00241313113619566
133,0.000608546662419671
134,-0.00435854256060261
135,0.00404568583974691
136,-0.00362299413393792
137,0.000216668176713691
138,0.000334463093494265
139,-0.00154627790003356
140,-0.000632193511290138
141,0.00152866403957382
142,-0.0034551212802746
143,0.00444065609798061
144,-0.004431482142525
145,-0.0003515460583561
146,0.00260629985908955
147,-0.00226010486758207
148,0.00141682428939281
149,0.00160990808234464
150,-0.00427540682988682
151,0.00550246760982587
152,-0.000496933089760905
153,-0.00270329880194583
154,0.00208006082110468
155,0.00346153789846608
156,-0.00626567277245019
157,0.00327485355717683
158,0.00410019510462306
159,-0.0053137844502212
160,0.00199610196431097
161,0.00298416765974272
162,-0.00312338689899471
163,-0.000109372622367833
164,0.00196217199375718
165,-0.00155896002085387
166,-0.000285097105293442
167,0.000603986563332381
168,-0.000101354525697965
169,0.000409095200297828
170,-0.0016433860099937
171,0.000862896176826179
172,0.00237171860458639
173,-0.00517473712387523
174,0.000646373282373886
175,-0.000138974251912718
176,-0.00387348500009999
177,0.0051553682227501
178,3.23444381771767e-05
179,-0.00268457942408271
180,0.00315581731181637
181,-0.000727429175449805
182,0.000520085356526455
183,0.00369670342399976
184,-0.00154905343399245
185,0.000211993746074707
186,0.00264079134176249
187,-0.00282238956096766
188,0.000177630815046262
189,0.00261589023414421
190,-0.00238249165177723
191,0.000951374460012475
192,0.000261592693586183
193,0.00101863752222596
194,0.000534926908936408
195,0.00111891576821558
