Time,CorrFn
0,0.0905618078651416
1,-0.00612639422797042
2,0.00323000335181326
3,0.00239624561429619
4,-0.000811956070090804
5,0.000599502999301458
6,-0.000713538479438627
7,-0.0016030915220567
8,0.000264417388826754
9,0.000780444068694234
10,-5.42252425946939e-05
11,0.000212307780299296
12,0.00121039471428754
13,-0.00151481042709717
14,0.000641694507055889
15,0.00185860368303798
16,-0.00279644971731645
17,0.0020078233654007
18,-0.00107663325760189
19,-0.00117141647654044
20,0.000824747482301072
21,0.00138558840208998
22,-0.000603138575616709
23,-0.00044141034573549
24,0.00210580859076659
25,-0.00241798027445637
26,0.000537890440858315
27,-0.000351581204070565
28,0.000207593703021114
29,-0.000266269485297737
30,0.000639885648979008
31,-0.000699184517011057
32,0.00136754083588987
33,6.86355055931079e-06
34,-0.00225915362859829
35,0.00205827784223722
36,-0.000177207188538904
37,-0.000949621867554193
38,-0.000174519128206332
39,0.00172397375465635
40,-0.00299881074662887
41,0.00236554738316586
42,0.00163354227186882
43,-0.0038228942890316
44,0.00269702222467615
45,0.000731369568766262
46,-0.00228367086484463
47,0.00202653160902033
48,7.01313306112253e-05
49,-0.000138365297699783
50,-0.000476646512956716
51,-0.000257849194973769
52,0.00129730119357306
53,-0.000628613518712092
54,0.000144134313949188
55,-0.00159215842244323
56,0.000773669235372381
57,-0.000107724634436661
58,0.00194313584379414
59,-0.000383334069032465
60,-0.00141761326258544
61,0.000159108631517679
62,0.00205589557259653
63,0.000134597693253063
64,-0.00256520965539605
65,0.00422326467143329
66,-0.00405379143878426
67,0.000591452822735162
68,0.00212160720960915
69,-0.00450822425716498
70,0.00190102253466519
71,0.000562892609605152
72,0.00149724314234238
73,-0.00102702752951284
74,0.00165303337105001
75,-0.00264565961300525
76,0.00217808128037665
77,0.00173108521657395
78,-0.00342133024683383
79,-0.000481802228856149
80,-0.00181542890107858
81,0.00295617461334507
82,-0.00120923528841766
83,0.000654260692129926
84,0.000117476567312834
85,-0.000526236293338666
86,0.000114760908172154
87,-0.000507630491947923
88,-0.00128144486101411
89,0.000710144243256819
90,-0.000611749603118953
91,-0.00304905110938819
92,0.00390601963249221
93,-0.00208594880466933
94,0.000269577780066567
95,0.000445437319469256
96,0.0010681394238576
97,-0.00354172336470984
98,0.00243544634617184
99,0.00196542308931247
100,-0.00198179670213855
101,-0.000293078778918585
102,-0.00369420567199653
103,-0.00127327699208433
104,0.00532541288613991
105,0.00111423331582908
106,-0.000918201928887809
107,0.00206335706609868
108,-0.00326818302336076
