0,0.02,0.01,0.01,0.01,0,0.02,0,0.02,0,0.01,0.02,0.01,0.01,0,0.01,0.02,0,0.01,0.02,0,0.02,0.01,0,0.02,0,0.02,0,0.01,0.02,0,0.01,0.02,0,0.01,0.02,0,0.01,0.02,0.01,0,0.02,0.01,0,0.02,0.01,0,0.02,0.01,0,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01
100,0.0100990099009901,9.9009900990099e-05,0.000297029702970297,9.9009900990099e-05,0.000198019801980198,0.000198019801980198,0.000198019801980198,0.000396039603960396,0,0.000297029702970297,0.000198019801980198,0.000495049504950495,9.9009900990099e-05,0,0.000495049504950495,0.000198019801980198,0.000396039603960396,9.9009900990099e-05,0.000396039603960396,0,0.000396039603960396,0.000297029702970297,0.000198019801980198,0.000198019801980198,0.000198019801980198,0.000396039603960396,0.000396039603960396,9.9009900990099e-05,0.000396039603960396,0,0.000693069306930693,0.000396039603960396,0,0.000297029702970297,0.000396039603960396,0.000396039603960396,0.000297029702970297,0.000396039603960396,0.000297029702970297,9.9009900990099e-05,0.000495049504950495,0.000297029702970297,0.000396039603960396,0.000396039603960396,0.000297029702970297,0.000198019801980198,0.000594059405940594,0.000297029702970297,0.000594059405940594,0.000297029702970297,0.000594059405940594,0.000297029702970297,0.000891089108910891,0.000198019801980198,0.000495049504950495,0.000495049504950495,0.00099009900990099,0.000495049504950495,0.00554455445544554,0.224554455445545,0.73019801980198,0.00306930693069307,0.00465346534653465,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,0.000198019801980198,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,9.9009900990099e-05,0.000198019801980198,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,0.000198019801980198,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,0.000198019801980198,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,0.000198019801980198,9.9009900990099e-05,9.9009900990099e-05,0,9.9009900990099e-05,9.9009900990099e-05,9.9009900990099e-05
200,0.0100497512437811,4.97512437810945e-05,0.000149253731343284,4.97512437810945e-05,9.95024875621891e-05,9.95024875621891e-05,9.95024875621891e-05,0.000199004975124378,0,0.000149253731343284,9.95024875621891e-05,0.000248756218905473,4.97512437810945e-05,0,0.000248756218905473,9.95024875621891e-05,0.000199004975124378,4.97512437810945e-05,0.000199004975124378,0,0.000199004975124378,0.000149253731343284,9.95024875621891e-05,9.95024875621891e-05,9.95024875621891e-05,0.000199004975124378,0.000199004975124378,4.97512437810945e-05,0.000199004975124378,0,0.000348258706467662,0.000199004975124378,0,0.000149253731343284,0.000199004975124378,0.000199004975124378,0.000149253731343284,0.000199004975124378,0.000149253731343284,4.97512437810945e-05,0.000248756218905473,0.000149253731343284,0.000199004975124378,0.000199004975124378,0.000149253731343284,9.95024875621891e-05,0.000298507462686567,0.000149253731343284,0.000298507462686567,0.000149253731343284,0.000298507462686567,0.000149253731343284,0.000447761194029851,9.95024875621891e-05,0.000248756218905473,0.000248756218905473,0.000497512437810945,0.000248756218905473,0.00278606965174129,0.112835820895522,0.859452736318408,0.00154228855721393,0.00233830845771144,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,9.95024875621891e-05,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,4.97512437810945e-05,9.95024875621891e-05,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,9.95024875621891e-05,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,9.95024875621891e-05,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,9.95024875621891e-05,4.97512437810945e-05,4.97512437810945e-05,0,4.97512437810945e-05,4.97512437810945e-05,4.97512437810945e-05
300,0.0100332225913621,3.32225913621262e-05,9.96677740863787e-05,3.32225913621262e-05,6.64451827242525e-05,6.64451827242525e-05,6.64451827242525e-05,0.000132890365448505,0,9.96677740863787e-05,6.64451827242525e-05,0.000166112956810631,3.32225913621262e-05,0,0.000166112956810631,6.64451827242525e-05,0.000132890365448505,3.32225913621262e-05,0.000132890365448505,0,0.000132890365448505,9.96677740863787e-05,6.64451827242525e-05,6.64451827242525e-05,6.64451827242525e-05,0.000132890365448505,0.000132890365448505,3.32225913621262e-05,0.000132890365448505,0,0.000232558139534884,0.000132890365448505,0,9.96677740863787e-05,0.000132890365448505,0.000132890365448505,9.96677740863787e-05,0.000132890365448505,9.96677740863787e-05,3.32225913621262e-05,0.000166112956810631,9.96677740863787e-05,0.000132890365448505,0.000132890365448505,9.96677740863787e-05,6.64451827242525e-05,0.000199335548172757,9.96677740863787e-05,0.000199335548172757,9.96677740863787e-05,0.000199335548172757,9.96677740863787e-05,0.000299003322259136,6.64451827242525e-05,0.000166112956810631,0.000166112956810631,0.000332225913621262,0.000166112956810631,0.00186046511627907,0.0753488372093023,0.902823920265781,0.00102990033222591,0.00156146179401993,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,6.64451827242525e-05,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,3.32225913621262e-05,6.64451827242525e-05,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,6.64451827242525e-05,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,6.64451827242525e-05,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,6.64451827242525e-05,3.32225913621262e-05,3.32225913621262e-05,0,3.32225913621262e-05,3.32225913621262e-05,3.32225913621262e-05
400,0.0100249376558603,2.49376558603491e-05,7.48129675810474e-05,2.49376558603491e-05,4.98753117206983e-05,4.98753117206983e-05,4.98753117206983e-05,9.97506234413965e-05,0,7.48129675810474e-05,4.98753117206983e-05,0.000124688279301746,2.49376558603491e-05,0,0.000124688279301746,4.98753117206983e-05,9.97506234413965e-05,2.49376558603491e-05,9.97506234413965e-05,0,9.97506234413965e-05,7.48129675810474e-05,4.98753117206983e-05,4.98753117206983e-05,4.98753117206983e-05,9.97506234413965e-05,9.97506234413965e-05,2.49376558603491e-05,9.97506234413965e-05,0,0.000174563591022444,9.97506234413965e-05,0,7.48129675810474e-05,9.97506234413965e-05,9.97506234413965e-05,7.48129675810474e-05,9.97506234413965e-05,7.48129675810474e-05,2.49376558603491e-05,0.000124688279301746,7.48129675810474e-05,9.97506234413965e-05,9.97506234413965e-05,7.48129675810474e-05,4.98753117206983e-05,0.000149625935162095,7.48129675810474e-05,0.000149625935162095,7.48129675810474e-05,0.000149625935162095,7.48129675810474e-05,0.000224438902743142,4.98753117206983e-05,0.000124688279301746,0.000124688279301746,0.000249376558603491,0.000124688279301746,0.00139650872817955,0.0565586034912718,0.924563591022444,0.000773067331670823,0.00117206982543641,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,4.98753117206983e-05,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,2.49376558603491e-05,4.98753117206983e-05,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,4.98753117206983e-05,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,4.98753117206983e-05,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,4.98753117206983e-05,2.49376558603491e-05,2.49376558603491e-05,0,2.49376558603491e-05,2.49376558603491e-05,2.49376558603491e-05
500,0.0100199600798403,1.99600798403194e-05,5.98802395209581e-05,1.99600798403194e-05,3.99201596806387e-05,3.99201596806387e-05,3.99201596806387e-05,7.98403193612774e-05,0,5.98802395209581e-05,3.99201596806387e-05,9.98003992015968e-05,1.99600798403194e-05,0,9.98003992015968e-05,3.99201596806387e-05,7.98403193612774e-05,1.99600798403194e-05,7.98403193612774e-05,0,7.98403193612774e-05,5.98802395209581e-05,3.99201596806387e-05,3.99201596806387e-05,3.99201596806387e-05,7.98403193612774e-05,7.98403193612774e-05,1.99600798403194e-05,7.98403193612774e-05,0,0.000139720558882236,7.98403193612774e-05,0,5.98802395209581e-05,7.98403193612774e-05,7.98403193612774e-05,5.98802395209581e-05,7.98403193612774e-05,5.98802395209581e-05,1.99600798403194e-05,9.98003992015968e-05,5.98802395209581e-05,7.98403193612774e-05,7.98403193612774e-05,5.98802395209581e-05,3.99201596806387e-05,0.000119760479041916,5.98802395209581e-05,0.000119760479041916,5.98802395209581e-05,0.000119760479041916,5.98802395209581e-05,0.000179640718562874,3.99201596806387e-05,9.98003992015968e-05,9.98003992015968e-05,0.000199600798403194,9.98003992015968e-05,0.00111776447105788,0.0452694610778443,0.937624750499002,0.0006187624750499,0.00093812375249501,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,3.99201596806387e-05,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,1.99600798403194e-05,3.99201596806387e-05,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,3.99201596806387e-05,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,3.99201596806387e-05,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,3.99201596806387e-05,1.99600798403194e-05,1.99600798403194e-05,0,1.99600798403194e-05,1.99600798403194e-05,1.99600798403194e-05
600,0.0100166389351082,1.66389351081531e-05,4.99168053244592e-05,1.66389351081531e-05,3.32778702163062e-05,3.32778702163062e-05,3.32778702163062e-05,6.65557404326123e-05,0,4.99168053244592e-05,3.32778702163062e-05,8.31946755407654e-05,1.66389351081531e-05,0,8.31946755407654e-05,3.32778702163062e-05,6.65557404326123e-05,1.66389351081531e-05,6.65557404326123e-05,0,6.65557404326123e-05,4.99168053244592e-05,3.32778702163062e-05,3.32778702163062e-05,3.32778702163062e-05,6.65557404326123e-05,6.65557404326123e-05,1.66389351081531e-05,6.65557404326123e-05,0,0.000116472545757072,6.65557404326123e-05,0,4.99168053244592e-05,6.65557404326123e-05,6.65557404326123e-05,4.99168053244592e-05,6.65557404326123e-05,4.99168053244592e-05,1.66389351081531e-05,8.31946755407654e-05,4.99168053244592e-05,6.65557404326123e-05,6.65557404326123e-05,4.99168053244592e-05,3.32778702163062e-05,9.98336106489185e-05,4.99168053244592e-05,9.98336106489185e-05,4.99168053244592e-05,9.98336106489185e-05,4.99168053244592e-05,0.000149750415973378,3.32778702163062e-05,8.31946755407654e-05,8.31946755407654e-05,0.000166389351081531,8.31946755407654e-05,0.000931780366056572,0.0377371048252912,0.946339434276206,0.000515806988352745,0.000782029950083195,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,3.32778702163062e-05,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,1.66389351081531e-05,3.32778702163062e-05,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,3.32778702163062e-05,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,3.32778702163062e-05,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,3.32778702163062e-05,1.66389351081531e-05,1.66389351081531e-05,0,1.66389351081531e-05,1.66389351081531e-05,1.66389351081531e-05
700,0.0100142653352354,1.4265335235378e-05,4.27960057061341e-05,1.4265335235378e-05,2.85306704707561e-05,2.85306704707561e-05,2.85306704707561e-05,5.70613409415121e-05,0,4.27960057061341e-05,2.85306704707561e-05,7.13266761768902e-05,1.4265335235378e-05,0,7.13266761768902e-05,2.85306704707561e-05,5.70613409415121e-05,1.4265335235378e-05,5.70613409415121e-05,0,5.70613409415121e-05,4.27960057061341e-05,2.85306704707561e-05,2.85306704707561e-05,2.85306704707561e-05,5.70613409415121e-05,5.70613409415121e-05,1.4265335235378e-05,5.70613409415121e-05,0,9.98573466476462e-05,5.70613409415121e-05,0,4.27960057061341e-05,5.70613409415121e-05,5.70613409415121e-05,4.27960057061341e-05,5.70613409415121e-05,4.27960057061341e-05,1.4265335235378e-05,7.13266761768902e-05,4.27960057061341e-05,5.70613409415121e-05,5.70613409415121e-05,4.27960057061341e-05,2.85306704707561e-05,8.55920114122682e-05,4.27960057061341e-05,8.55920114122682e-05,4.27960057061341e-05,8.55920114122682e-05,4.27960057061341e-05,0.000128388017118402,2.85306704707561e-05,7.13266761768902e-05,7.13266761768902e-05,0.00014265335235378,7.13266761768902e-05,0.00079885877318117,0.0323537803138374,0.952567760342368,0.000442225392296719,0.000670470756062767,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,2.85306704707561e-05,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,1.4265335235378e-05,2.85306704707561e-05,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,2.85306704707561e-05,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,2.85306704707561e-05,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,2.85306704707561e-05,1.4265335235378e-05,1.4265335235378e-05,0,1.4265335235378e-05,1.4265335235378e-05,1.4265335235378e-05
800,0.0100124843945069,1.24843945068664e-05,3.74531835205993e-05,1.24843945068664e-05,2.49687890137328e-05,2.49687890137328e-05,2.49687890137328e-05,4.99375780274657e-05,0,3.74531835205993e-05,2.49687890137328e-05,6.24219725343321e-05,1.24843945068664e-05,0,6.24219725343321e-05,2.49687890137328e-05,4.99375780274657e-05,1.24843945068664e-05,4.99375780274657e-05,0,4.99375780274657e-05,3.74531835205993e-05,2.49687890137328e-05,2.49687890137328e-05,2.49687890137328e-05,4.99375780274657e-05,4.99375780274657e-05,1.24843945068664e-05,4.99375780274657e-05,0,8.73907615480649e-05,4.99375780274657e-05,0,3.74531835205993e-05,4.99375780274657e-05,4.99375780274657e-05,3.74531835205993e-05,4.99375780274657e-05,3.74531835205993e-05,1.24843945068664e-05,6.24219725343321e-05,3.74531835205993e-05,4.99375780274657e-05,4.99375780274657e-05,3.74531835205993e-05,2.49687890137328e-05,7.49063670411985e-05,3.74531835205993e-05,7.49063670411985e-05,3.74531835205993e-05,7.49063670411985e-05,3.74531835205993e-05,0.000112359550561798,2.49687890137328e-05,6.24219725343321e-05,6.24219725343321e-05,0.000124843945068664,6.24219725343321e-05,0.000699126092384519,0.028314606741573,0.957240948813982,0.000387016229712859,0.000586766541822722,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,2.49687890137328e-05,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,1.24843945068664e-05,2.49687890137328e-05,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,2.49687890137328e-05,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,2.49687890137328e-05,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,2.49687890137328e-05,1.24843945068664e-05,1.24843945068664e-05,0,1.24843945068664e-05,1.24843945068664e-05,1.24843945068664e-05
900,0.0100110987791343,1.10987791342952e-05,3.32963374028857e-05,1.10987791342952e-05,2.21975582685905e-05,2.21975582685905e-05,2.21975582685905e-05,4.43951165371809e-05,0,3.32963374028857e-05,2.21975582685905e-05,5.54938956714761e-05,1.10987791342952e-05,0,5.54938956714761e-05,2.21975582685905e-05,4.43951165371809e-05,1.10987791342952e-05,4.43951165371809e-05,0,4.43951165371809e-05,3.32963374028857e-05,2.21975582685905e-05,2.21975582685905e-05,2.21975582685905e-05,4.43951165371809e-05,4.43951165371809e-05,1.10987791342952e-05,4.43951165371809e-05,0,7.76914539400666e-05,4.43951165371809e-05,0,3.32963374028857e-05,4.43951165371809e-05,4.43951165371809e-05,3.32963374028857e-05,4.43951165371809e-05,3.32963374028857e-05,1.10987791342952e-05,5.54938956714761e-05,3.32963374028857e-05,4.43951165371809e-05,4.43951165371809e-05,3.32963374028857e-05,2.21975582685905e-05,6.65926748057714e-05,3.32963374028857e-05,6.65926748057714e-05,3.32963374028857e-05,6.65926748057714e-05,3.32963374028857e-05,9.98890122086571e-05,2.21975582685905e-05,5.54938956714761e-05,5.54938956714761e-05,0.000110987791342952,5.54938956714761e-05,0.000621531631520533,0.0251720310765816,0.960876803551609,0.000344062153163152,0.000521642619311876,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,2.21975582685905e-05,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,1.10987791342952e-05,2.21975582685905e-05,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,2.21975582685905e-05,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,2.21975582685905e-05,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,2.21975582685905e-05,1.10987791342952e-05,1.10987791342952e-05,0,1.10987791342952e-05,1.10987791342952e-05,1.10987791342952e-05
