Iters,Variance
0,0
10,0.00153237929060259
20,0.00408724778450639
30,0.0063206766151312
40,0.00821821982908747
50,0.00984844253535009
60,0.011200055035838
70,0.0122409946311244
80,0.012971711867303
90,0.0134305177288108
100,0.0136720101292929
110,0.0137494531900936
120,0.0137074107596814
130,0.0135805482237611
140,0.0133948640383565
150,0.0131694937475063
160,0.0129183819794192
170,0.0126516314472502
180,0.0123765291353933
190,0.0120983059219431
200,0.0118206920211401
210,0.0115463213057743
220,0.011277025537638
230,0.0110140489049498
240,0.0107582049418449
250,0.010509991719929
260,0.0102696767195655
270,0.0100373595777537
280,0.00981301861953527
290,0.00959654544708603
300,0.00938777069385341
310,0.00918648321421404
320,0.00899244437613445
330,0.00880539868767641
340,0.00862508167032039
350,0.00845122565948065
360,0.00828356404144778
370,0.00812183430946095
380,0.0079657802275809
390,0.00781515332082036
400,0.00766971385734497
410,0.00752923144889396
420,0.00739348536558798
430,0.00726226463854353
440,0.00713536800638196
450,0.00701260374849587
460,0.00689378943780724
470,0.00677875163797242
480,0.00666732556401838
490,0.00655935472078429
500,0.00645469052999894
510,0.00635319195408636
520,0.00625472512267992
530,0.00615916296619858
540,0.00606638485958717
550,0.00597627627836002
560,0.00588872846835253
570,0.00580363813002215
580,0.00572090711771884
590,0.00564044215402543
600,0.00556215455903057
610,0.00548595999422968
620,0.00541177822061944
630,0.0053395328704754
640,0.00526915123223917
650,0.00520056404791564
660,0.00513370532235682
670,0.0050685121438195
680,0.00500492451517365
690,0.00494288519516717
700,0.00488233954916014
710,0.00482323540877472
720,0.00476552293991668
730,0.00470915451866633
740,0.00465408461454832
750,0.00460026968072819
760,0.00454766805069622
770,0.0044962398410396
780,0.00444594685991364
790,0.00439675252085746
800,0.00434862176161437
810,0.00430152096764308
820,0.00425541790002464
830,0.00421028162748775
840,0.00416608246229425
850,0.00412279189974514
860,0.00408038256107813
870,0.00403882813955076
880,0.00399810334950576
890,0.00395818387824197
900,0.00391904634051294
910,0.00388066823549554
920,0.00384302790607921
930,0.00380610450033301
940,0.00376987793502276
950,0.00373432886105296
960,0.00369943863072131
