Iters,Variance
0,0
40,0.00230559833707226
80,0.00239214663873349
120,0.00248649784360815
160,0.00256844843394554
200,0.00266829489761473
240,0.00275697230732762
280,0.00283968202685
320,0.00292871506725673
360,0.00302353348751299
400,0.00312107971159222
440,0.00321797303973663
480,0.00331346441199508
520,0.0034111299321822
560,0.00350900198426082
600,0.00360247999262491
640,0.00368789129971963
680,0.00377251300301179
720,0.00386057228307745
760,0.00394581689944456
800,0.00403342434435532
840,0.00412944684085777
880,0.00422429237828605
920,0.00431936272129635
960,0.00440971229215945
1000,0.00450743190526869
1040,0.00460890468535221
1080,0.00471220437128895
1120,0.00482004725905816
1160,0.00492413111164105
1200,0.00503037231243289
1240,0.00514030076891567
1280,0.00524799547685101
1320,0.00533952593496303
1360,0.00543218875101091
1400,0.00553281615333434
1440,0.00562979641997315
1480,0.00573208443838938
1520,0.0058344734936005
1560,0.00593857625955013
1600,0.00604564495697177
1640,0.00615249877503855
1680,0.0062584710580163
1720,0.00635880360772294
1760,0.0064487824248437
1800,0.00654017108412769
1840,0.00663559196349787
1880,0.00673328462900852
1920,0.0068335019608574
1960,0.00693332903327795
2000,0.00703832328399733
2040,0.0071350506864077
2080,0.00722607387110406
2120,0.00731449357623395
2160,0.00740432755258695
2200,0.00749324127891502
2240,0.00758388096241718
2280,0.00767948578020085
2320,0.00778257950455357
2360,0.00788381492433724
2400,0.00798937876506915
2440,0.00808522282129684
2480,0.00818119598036894
2520,0.00827964905943826
2560,0.00838028809580047
2600,0.00847725468851852
2640,0.00857313612577233
2680,0.00866633443497594
2720,0.00875935052753969
2760,0.00884840248033061
2800,0.00893438539852585
2840,0.00902008137419117
2880,0.00910321505203458
2920,0.00918867084863555
2960,0.00927373769354796
3000,0.00935535715815025
3040,0.00943389929361879
3080,0.00950764492823549
3120,0.00957736911610639
3160,0.0096451293340718
3200,0.009705572809977
3240,0.00976661248950054
3280,0.0098328970086
3320,0.00990543653441804
3360,0.00997942907448516
3400,0.0100446860491789
3440,0.0101102527164901
3480,0.0101777736822326
3520,0.010243026789315
3560,0.0103072588528647
3600,0.0103729828591347
3640,0.0104475697907905
3680,0.0105247805152467
3720,0.0105992063055533
3760,0.0106760432536766
3800,0.0107532157232442
3840,0.0108298443124305
3880,0.0109085350332236
3920,0.010990622219944
3960,0.0110761766744636
4000,0.0111667774325641
4040,0.0112607702299015
4080,0.0113572858084672
