Iters,Variance
0,0
40,0.000607266945941744
80,0.000606396860330133
120,0.000606032772724704
160,0.000605874345928267
200,0.000605734861776221
240,0.000605630430334991
280,0.000605640099311414
320,0.000605587924777414
360,0.000605560194952884
400,0.000605537679015304
440,0.000605548603431348
480,0.000605589187816251
520,0.000605567964159411
560,0.000605597997643124
600,0.000605621594175585
640,0.00060563405696161
680,0.000605648785801604
720,0.000605685867476032
760,0.0006057227910954
800,0.000605752823053061
840,0.000605800198187071
880,0.000605833335527341
920,0.000605861864177481
960,0.000605908788871121
1000,0.00060594318369071
1040,0.000606006541575515
1080,0.000606054225900514
1120,0.000606096966063637
1160,0.000606140389764578
1200,0.000606173145135168
1240,0.000606217232892553
1280,0.000606258432563204
1320,0.000606308923081383
1360,0.000606349713562933
1400,0.000606402470235717
1440,0.00060644664292359
1480,0.000606489403032642
1520,0.000606537300536262
1560,0.000606575104771557
1600,0.00060662299233847
1640,0.000606659487872147
1680,0.000606701024177771
1720,0.000606749752396888
1760,0.00060678414176427
1800,0.000606828205165415
1840,0.000606871272408205
1880,0.000606912140950824
1920,0.000606949500215101
1960,0.000606981761541613
2000,0.000607012751202008
2040,0.000607038465055331
2080,0.000607076982633457
2120,0.000607121192112065
2160,0.000607158344100487
2200,0.000607195828471844
2240,0.000607233740499002
2280,0.000607271358160305
2320,0.000607304053141298
2360,0.0006073432809031
2400,0.000607381119815023
2440,0.0006074230927556
2480,0.000607456786171451
2520,0.000607500061598559
2560,0.000607542594962439
2600,0.000607582414516192
2640,0.000607625856129656
2680,0.000607666376854484
2720,0.000607706414834758
2760,0.000607745515058081
2800,0.000607783122253547
2840,0.000607820472708528
2880,0.000607859596024424
2920,0.000607904379008781
2960,0.000607943775113143
3000,0.000607986769365711
3040,0.000608029290782271
3080,0.000608074146179319
3120,0.000608115328519962
3160,0.000608159768206081
3200,0.000608202602202809
3240,0.00060824765692498
3280,0.000608286063564705
3320,0.000608326362490768
3360,0.000608361255948069
3400,0.00060839631355499
3440,0.000608433163261336
3480,0.000608474813655014
3520,0.000608515471134617
3560,0.000608553746508995
3600,0.000608595127264135
3640,0.000608638517438965
3680,0.000608682649365623
3720,0.000608732030549695
3760,0.000608781363949765
3800,0.000608834959723299
3840,0.000608880204535999
3880,0.000608928785831417
3920,0.000608972176655283
3960,0.00060901236068741
4000,0.000609057501857992
4040,0.00060909875709236
4080,0.000609142574316521
4120,0.000609185059445832
4160,0.000609222141169836
4200,0.000609263103109598
4240,0.000609302311452575
4280,0.000609334836795784
4320,0.000609378112317834
4360,0.00060941980969974
4400,0.000609461957221089
4440,0.00060950051926194
4480,0.000609538850275729
4520,0.000609576171330113
4560,0.000609615987804421
4600,0.000609657375431184
4640,0.00060969726104936
4680,0.000609742788528601
4720,0.000609780883583253
4760,0.000609825122588049
4800,0.000609867359179087
4840,0.000609909983846277
4880,0.000609951598401112
4920,0.000609990100260078
4960,0.000610027239916356
5000,0.000610066172803203
5040,0.000610107217012706
5080,0.000610149000902501
5120,0.000610191206133698
5160,0.000610232144651219
5200,0.000610271282667857
5240,0.000610310058348943
5280,0.000610353231331521
5320,0.000610390384489272
5360,0.000610431332918341
5400,0.000610470298094993
5440,0.000610508867243418
5480,0.000610546793655504
5520,0.000610585881321068
5560,0.000610623601402984
5600,0.0006106655723764
5640,0.000610705054125206
5680,0.000610744381637133
5720,0.000610783942883785
5760,0.000610826098964901
5800,0.000610868703983952
5840,0.00061091015271207
5880,0.000610955843240065
5920,0.000611001666384768
5960,0.00061105054944313
6000,0.000611099146285332
6040,0.000611148563733438
6080,0.000611197809030005
6120,0.000611247339247105
6160,0.000611295683208624
6200,0.000611343956266677
6240,0.00061138897514577
6280,0.000611437018024788
6320,0.000611488167077873
6360,0.000611537668325512
