Iters,Variance
0,0
40,0.073360751326691
80,0.0582353808125208
120,0.0453630356369897
160,0.0370947180867038
200,0.0314867498408061
240,0.0274776440326831
280,0.0244660326595201
320,0.0221406230727834
360,0.0203118772553758
400,0.0188314167059608
440,0.0176078120918326
480,0.0165781336227567
520,0.0157046406189244
560,0.0149615471361246
600,0.0143133351092294
640,0.0137360180771559
680,0.0132387016357023
720,0.0128134966495657
760,0.0124455041613369
800,0.0121206630397893
840,0.0118228610486369
880,0.0115590167299079
920,0.0113212708896634
960,0.011115810914057
1000,0.0109274503470379
1040,0.0107633011466234
1080,0.0106278834874273
1120,0.0105102296972721
1160,0.010403777198207
1200,0.0103071270146329
1240,0.0102171548551495
1280,0.0101527969031598
1320,0.0100854249450178
1360,0.0100305634245472
1400,0.00999210200291146
1440,0.00996378124229371
1480,0.00994707543406725
1520,0.00993334007242536
1560,0.00992283222514313
1600,0.00991558547496498
1640,0.00991407276936681
1680,0.00991489713075289
1720,0.00991999349984698
1760,0.00992423767330766
1800,0.00993037336446434
1840,0.0099382887578606
1880,0.00995661168369159
1920,0.00998484601429609
1960,0.0100209442024863
2000,0.0100638693190663
2040,0.0101101919254597
2080,0.0101596708155876
2120,0.0102011482715288
2160,0.0102362755687364
2200,0.010265561200352
2240,0.0102955750899019
2280,0.0103270601429707
2320,0.0103648239124835
2360,0.0103986110868786
2400,0.0104314418445003
2440,0.0104662785425948
2480,0.0105068906819483
2520,0.0105495417828489
2560,0.0105925166890038
2600,0.0106367011156474
2640,0.0106818079237363
2680,0.0107252164096018
2720,0.0107703100464275
2760,0.0108129978495031
2800,0.010856301768149
2840,0.0108989080185841
2880,0.0109417786374301
2920,0.010984846700475
2960,0.0110274736889534
3000,0.0110746972236184
3040,0.011122477484787
3080,0.0111741954598628
3120,0.0112280058022903
3160,0.0112910784379152
3200,0.0113536266853438
3240,0.011416043225302
3280,0.0114860428199164
3320,0.0115621302619796
3360,0.011633214990937
3400,0.0117054456671556
3440,0.0117782617423455
3480,0.0118537092837878
3520,0.011929531714932
3560,0.0120044799556895
3600,0.0120805789421976
3640,0.0121606973786793
3680,0.0122489349278438
3720,0.0123307323826493
3760,0.0124123289916897
3800,0.0125015057278792
3840,0.0125957403117297
3880,0.0126898351017152
3920,0.0127804532006989
3960,0.012859927140218
4000,0.012933584376063
4040,0.0130049653168865
4080,0.0130762494251773
4120,0.0131540567606383
4160,0.0132375658163393
4200,0.0133240018823243
4240,0.0134135915792541
4280,0.0134965510267656
4320,0.0135777595369048
4360,0.013657460566254
4400,0.0137337949712808
4440,0.0138089806268974
4480,0.0138837489369982
4520,0.0139662809509727
4560,0.0140503086133914
4600,0.0141307064614389
4640,0.0142109981107002
4680,0.0142936544901072
4720,0.0143771385426799
4760,0.0144586834336314
4800,0.0145393442581578
4840,0.0146203139169389
4880,0.0147058014016534
4920,0.0147906004681054
4960,0.014879268450377
5000,0.0149706065441648
5040,0.0150612705720128
