Iters,Variance
0,0
10,0.00307549513354463
20,0.00681085777180056
30,0.00855861314853759
40,0.00901625490264116
50,0.00887185817708923
60,0.0084846028677108
70,0.00801845794135592
80,0.00754484580584829
90,0.0070934123311987
100,0.00667505424559513
110,0.00629228316083244
120,0.00594395421671167
130,0.00562745423654432
140,0.00533971784431629
150,0.00507769085797693
160,0.00483852906467262
170,0.00461966986457716
180,0.00441884373476928
190,0.00423405853341983
200,0.00406357296942409
210,0.00390586720687206
220,0.00375961434864956
230,0.00362365440387431
240,0.0034969712722385
250,0.00337867275813742
260,0.00326797339223605
270,0.0031641797487524
280,0.00306667793010589
290,0.00297492290823861
300,0.00288842944383589
310,0.00280676434060505
320,0.00272953982674894
330,0.00265640788757299
340,0.00258705540102909
350,0.00252119995189012
360,0.00245858622045131
370,0.00239898285861054
380,0.00234217978032539
390,0.0022879858052313
400,0.00223622660399904
410,0.00218674290215628
420,0.00213938890587673
430,0.00209403091888296
440,0.00205054612432139
450,0.00200882150940138
460,0.00196875291389045
470,0.00193024418632254
480,0.00189320643410445
490,0.00185755735567221
500,0.00182322064450255
510,0.00179012545619824
520,0.00175820593105342
530,0.00172740076552761
540,0.00169765282692003
550,0.00166890880628317
560,0.00164111890524523
570,0.00161423655296377
580,0.00158821814989866
590,0.00156302283550252
600,0.00153861227727656
610,0.00151495047894555
620,0.00149200360576821
630,0.00146973982523243
640,0.001448129161584
650,0.00142714336281136
660,0.00140675577886675
670,0.00138694125003331
680,0.00136767600447116
690,0.00134893756407442
700,0.00133070465786782
710,0.0013129571422486
720,0.00129567592745317
730,0.00127884290968998
740,0.00126244090843757
750,0.00124645360845651
760,0.00123086550610688
770,0.00121566185960481
780,0.00120082864288516
790,0.00118635250277013
800,0.00117222071917067
810,0.00115842116807472
820,0.00114494228709603
830,0.00113177304338176
840,0.0011189029036908
850,0.00110632180647572
860,0.00109402013581211
870,0.00108198869703559
880,0.0010702186939579
890,0.00105870170754247
900,0.00104742967593353
910,0.00103639487573923
920,0.0010255899044771
930,0.00101500766410013
940,0.00100464134552523
950,0.000994484414094937
960,0.000984530595907038
970,0.00097477386495185
980,0.000965208431002934
990,0.000955828728209782
1000,0.000946629404345142
1010,0.000937605310665415
1020,0.000928751492341143
1030,0.000920063179422505
1040,0.000911535778304624
1050,0.000903164863661233
1060,0.000894946170815857
1070,0.000886875588524483
1080,0.000878949152143203
1090,0.000871163037157879
1100,0.000863513553052052
1110,0.000855997137494964
1120,0.000848610350828472
1130,0.000841349870836702
1140,0.000834212487779207
1150,0.000827195099675399
1160,0.000820294707823646
1170,0.000813508412541319
1180,0.000806833409114726
1190,0.000800266983945049
1200,0.000793806510881396
1210,0.000787449447728825
1220,0.000781193332921688
1230,0.000775035782355318
1240,0.0007689744863642
1250,0.000763007206841216
1260,0.000757131774489961
1270,0.000751346086201466
1280,0.000745648102551076
1290,0.000740035845407395
1300,0.000734507395647948
1310,0.000729060890976974
1320,0.00072369452383811
1330,0.000718406539419608
1340,0.000713195233745241
1350,0.000708058951847493
1360,0.000702996086019613
1370,0.000698005074141247
1380,0.000693084398074735
1390,0.000688232582129279
1400,0.000683448191587883
1410,0.000678729831296425
1420,0.000674076144309421
1430,0.000669485810591816
1440,0.000664957545773342
1450,0.000660490099951824
1460,0.00065608225654623
1470,0.000651732831193449
1480,0.000647440670689634
1490,0.000643204651972319
1500,0.000639023681142746
1510,0.000634896692525791
1520,0.000630822647765651
1530,0.000626800534956736
1540,0.000622829367806823
1550,0.000618908184832001
1560,0.000615036048582435
1570,0.000611212044895578
1580,0.000607435282178678
1590,0.000603704890715692
1600,0.000600020022001882
1610,0.000596379848100513
1620,0.000592783561023725
1630,0.00058923037213562
1640,0.000585719511577144
1650,0.000582250227709441
1660,0.000578821786579757
1670,0.000575433471402826
1680,0.000572084582063543
1690,0.000568774434634321
1700,0.00056550236091043
1710,0.000562267707961155
1720,0.000559069837695406
1730,0.000555908126443273
1740,0.00055278196455047
1750,0.000549690755987482
1760,0.000546633917970796
1770,0.000543610880597073
1780,0.000540621086489903
1790,0.000537663990456877
1800,0.00053473905915905
1810,0.000531845770790549
1820,0.000528983614768401
1830,0.000526152091432755
1840,0.000523350711756293
1850,0.000520578997063042
1860,0.000517836478755947
1870,0.00051512269805307
1880,0.000512437205731968
1890,0.00050977956188253
1900,0.00050714933566594
1910,0.000504546105083022
1920,0.000501969456748814
1930,0.000499418985673254
1940,0.000496894295049537
1950,0.000494394996048903
1960,0.000491920707620172
1970,0.000489471056297819
1980,0.0004870456760125
1990,0.000484644207910474
2000,0.000482266300175305
2010,0.000479911607857391
2020,0.000477579792706611
2030,0.000475270523010819
2040,0.000472983473438366
2050,0.000470718324885791
2060,0.000468474764329633
2070,0.000466252484681377
2080,0.000464051184649342
2090,0.000461870568600224
2100,0.000459710346428878
2110,0.000457570233428942
2120,0.000455449950167376
2130,0.000453349222364241
2140,0.000451267780772897
2150,0.000449205361066875
2160,0.00044716170372634
2170,0.000445136553929988
2180,0.000443129661449875
2190,0.000441140780547582
2200,0.000439169669874256
2210,0.000437216092372849
2220,0.000435279815183552
2230,0.00043336060955105
2240,0.000431458250734945
2250,0.000429572517921074
2260,0.000427703194137166
2270,0.000425850066169326
2280,0.000424012924480914
2290,0.000422191563133689
2300,0.000420385779710637
2310,0.000418595375242131
2320,0.000416820154131295
2330,0.000415059924083858
2340,0.00041331449603859
2350,0.000411583684099416
2360,0.000409867305469517
2370,0.000408165180387986
2380,0.000406477132065064
2390,0.000404802986622814
2400,0.000403142573034634
2410,0.000401495723067151
2420,0.000399862271223522
2430,0.000398242054688361
2440,0.000396634913272716
2450,0.000395040689362289
2460,0.00039345922786534
2470,0.000391890376162731
2480,0.000390333984058793
2490,0.000388789903733507
2500,0.00038725798969517
2510,0.00038573809873574
2520,0.000384230089885133
2530,0.000382733824368586
2540,0.000381249165563621
2550,0.00037977597895824
2560,0.000378314132111202
2570,0.000376863494611457
2580,0.000375423938039768
2590,0.000373995335930868
2600,0.000372577563736451
2610,0.00037117049878866
2620,0.000369774020265385
2630,0.000368388009155036
2640,0.000367012348222796
2650,0.000365646921978636
2660,0.000364291616643075
2670,0.000362946320117701
2680,0.000361610921952577
2690,0.000360285313316948
2700,0.000358969386969687
2710,0.000357663037229722
2720,0.000356366159948685
2730,0.000355078652482523
2740,0.000353800413664521
2750,0.000352531343779191
2760,0.000351271344536343
2770,0.000350020319044906
2780,0.000348778171789371
2790,0.000347544808604427
2800,0.000346320136651387
2810,0.000345104064395507
2820,0.00034389650158273
2830,0.000342697359217542
2840,0.000341506549540509
2850,0.000340323986007462
2860,0.000339149583268808
2870,0.000337983257148434
2880,0.000336824924623794
2890,0.000335674503806185
2900,0.000334531913921604
2910,0.000333397075291672
2920,0.00033226990931486
2930,0.000331150338449646
2940,0.000330038286194521
2950,0.000328933677072887
2960,0.000327836436614348
2970,0.000326746491338774
2980,0.000325663768739616
2990,0.000324588197267991
3000,0.000323519706316613
3010,0.000322458226204556
3020,0.000321403688162811
3030,0.000320356024318091
3040,0.000319315167679002
3050,0.00031828105212185
3060,0.000317253612376699
3070,0.000316232784013102
3080,0.000315218503427171
3090,0.00031421070782812
3100,0.000313209335225726
3110,0.0003122143244166
3120,0.000311225614973085
3130,0.000310243147229752
3140,0.000309266862272389
3150,0.000308296701926056
3160,0.000307332608742631
3170,0.00030637452599059
3180,0.000305422397643482
3190,0.000304476168368667
3200,0.000303535783517343
3210,0.000302601189113194
3220,0.00030167233184272
3230,0.000300749159044636
3240,0.000299831618700476
3250,0.000298919659424198
